RmsStationId,NodeId,TenantId,TagId,LogType,LogSubType,MobileNumber,LogIntValue,LogFloatValue,ServerTime,LogTime
2814,27,8,0,2,6,1767203761,0,0.143843442,1/1/2026 0:00,1/1/2026 0:00
2907,27,9,0,2,6,1767203994,0,0.00581972,1/1/2027 10:00,1/1/2027 0:00
2960,27,8,0,2,6,1767203769,0,0.134092644,1/1/2026 0:00,1/1/2026 0:00
3319,89,25,0,2,6,1767203735,0,0.161812559,1/1/2026 0:00,1/1/2026 0:00
1787,27,8,0,2,7,1767203861,0,0.004866719,1/1/2026 0:00,1/1/2026 0:00
2814,27,8,0,2,7,1767203761,0,0.008877834,1/1/2026 0:00,1/1/2026 0:00
2907,27,9,0,2,7,1767203994,0,9.66E-05,1/1/2026 0:00,1/1/2026 0:00
2960,27,8,0,2,7,1767203769,0,0.004283968,1/1/2026 0:00,1/1/2026 0:00
3319,89,25,0,2,7,1767203735,0,0.013225764,1/1/2026 0:00,1/1/2026 0:00
236,42,0,0,4,1,0,0,30.40287781,1/1/2026 0:00,1/1/2026 0:00
331,42,0,0,4,1,0,0,27.56072807,1/1/2026 10:00,1/1/2026 0:00
3920,92,0,0,4,1,0,0,26.52039337,1/1/2026 0:00,1/1/2026 0:00
5173,42,0,0,4,1,0,0,24.8043766,1/1/2026 0:00,1/1/2026 0:00
7374,42,0,0,4,1,0,0,22.63790703,1/1/2026 0:00,1/1/2026 0:00
236,35,0,0,5,1,0,0,37.70498657,1/1/2026 0:00,1/1/2026 0:00
331,35,0,0,5,1,0,0,43.97634888,1/1/2026 0:00,1/1/2026 0:00
3920,91,0,0,5,1,0,0,45.48696899,1/1/2026 0:00,1/1/2026 0:00
5173,35,0,0,5,1,0,0,52.3152771,1/1/2026 0:00,1/1/2026 0:00
7374,35,0,0,5,1,0,0,56.67166138,1/1/2026 10:00,1/1/2026 0:00
1325,39,0,0,6,1,0,0,53.74673462,1/1/2026 0:00,1/1/2026 0:00
5509,39,0,0,6,1,0,0,54.27054977,1/1/2026 0:00,1/1/2026 0:00
6091,39,0,0,6,1,0,0,54.46102905,1/1/2026 0:00,1/1/2026 0:00
4475,40,0,0,1,2,1767204007,3,0,1/1/2026 0:00,1/1/2026 0:00
6166,45,0,0,1,2,1767203935,2,0,1/1/2026 0:00,1/1/2026 0:00
7328,45,0,0,1,2,1767204007,3,0,1/1/2026 0:00,1/1/2026 0:00
0,178,9,0,1,2,1767201514,2,0,1/1/2026 0:00,1/1/2027 0:00
4024,27,9,0,2,1,1767148177,0,1.12541151,1/1/2026 0:00,1/1/2026 0:00
6625,27,8,0,2,1,1767076140,0,0.678344011,1/1/2026 0:00,1/1/2026 0:00
1646,27,7,0,2,2,1767183059,0,1447.089233,1/1/2026 0:00,1/1/2026 0:00
1744,27,7,0,2,2,1767047800,0,101897.6379,1/1/2026 0:00,1/1/2026 0:00
1786,27,8,0,2,2,1767175096,0,1809.198608,1/1/2026 0:00,1/1/2026 0:00
2459,27,8,0,2,2,1767082201,0,1291.544067,1/1/2026 10:00,1/1/2026 0:00
3253,27,9,0,2,2,1767175781,0,1626.669189,1/1/2026 0:00,1/1/2026 0:00
4034,89,25,0,2,2,1767175670,0,13.67093849,1/1/2026 0:00,1/1/2026 0:00
1646,27,7,0,2,3,1767183059,0,26.71905899,1/1/2026 0:00,1/1/2026 0:00
1744,27,7,0,2,3,1767047800,0,36.59901428,1/1/2026 0:00,1/1/2026 0:00
1786,27,8,0,2,3,1767175096,0,33.60200882,1/1/2026 0:00,1/1/2026 0:00
2459,27,8,0,2,3,1767082201,0,23.79824829,1/1/2026 0:00,1/1/2026 0:00
2817,27,7,0,2,3,1767090018,0,1730.897141,1/1/2026 0:00,1/1/2026 0:00
3253,27,9,0,2,3,1767175781,0,30.55420876,1/1/2026 0:00,1/1/2026 0:00
4034,89,25,0,2,3,1767175670,0,0.253983438,1/1/2026 0:00,1/1/2026 0:00
160,27,7,0,2,4,1767203998,2,2725,1/1/2026 0:00,1/1/2026 0:00
1497,27,8,0,2,4,1767203963,2,1875,1/1/2026 0:00,1/1/2026 0:00
2723,89,25,0,2,4,1767203977,2,1848,1/1/2026 0:00,1/1/2026 0:00
3257,27,8,0,2,4,1767203939,2,1838,1/1/2026 0:00,1/1/2026 0:00
3888,89,25,0,2,4,1767203936,2,1804,1/1/2026 0:00,1/1/2026 0:00
4043,27,8,0,2,4,1767203956,2,0,1/1/2026 0:00,1/1/2026 0:00
4247,27,9,0,2,4,1767204001,2,0,1/1/2026 0:00,1/1/2026 0:00
4498,27,7,0,2,4,1767204007,3,0,1/1/2026 0:00,1/1/2026 0:00
4726,27,7,0,2,4,1767203999,2,0,1/1/2026 0:00,1/1/2027 0:00
5249,27,7,0,2,4,1767203978,2,0,1/1/2026 0:00,1/1/2026 0:00
6215,27,9,0,2,4,1767203997,2,0,1/1/2026 0:00,1/1/2026 0:00
6331,27,7,0,2,4,1767203971,2,0,1/1/2026 0:00,1/1/2026 0:00
7282,27,7,0,2,4,1767204007,3,0,1/1/2026 0:00,1/1/2026 0:00
160,27,7,0,2,6,1767203998,0,0.007263599,1/1/2026 0:00,1/1/2026 0:00
1138,27,7,0,2,6,1767180594,0,1.812944889,1/1/2026 0:00,1/1/2026 0:00
1497,27,8,0,2,6,1767203963,0,0.024648968,1/1/2026 0:00,1/1/2026 0:00
2723,89,25,0,2,6,1767203977,0,0.016071318,1/1/2026 0:00,1/1/2026 0:00
3257,27,8,0,2,6,1767203939,0,0.037358828,1/1/2026 0:00,1/1/2027 0:00
3888,89,25,0,2,6,1767203936,0,0.040014729,1/1/2026 0:00,1/1/2026 0:00
4043,27,8,0,2,6,1767203956,0,0.02907954,1/1/2026 0:00,1/1/2026 0:00
4247,27,9,0,2,6,1767204001,0,0.003215353,1/1/2026 0:00,1/1/2026 0:00
4726,27,7,0,2,6,1767203999,0,0.006405938,1/1/2026 0:00,1/1/2026 0:00
5249,27,7,0,2,6,1767203978,0,0.026896188,1/1/2026 0:00,1/1/2026 0:00
6215,27,9,0,2,6,1767203997,0,0.005541563,1/1/2026 0:00,1/1/2026 0:00
6331,27,7,0,2,6,1767203971,0,0.030941037,1/1/2026 0:00,1/1/2026 0:00
160,27,7,0,2,7,1767203998,0,0.000125942,1/1/2026 0:00,1/1/2027 0:00
1138,27,7,0,2,7,1767180594,0,0.312377214,1/1/2026 0:00,1/1/2027 0:00
1497,27,8,0,2,7,1767203963,0,0.000739335,1/1/2026 0:00,1/1/2026 0:00
2723,89,25,0,2,7,1767203977,0,0.000165308,1/1/2026 0:00,1/1/2026 0:00
3257,27,8,0,2,7,1767203939,0,0.000888396,1/1/2026 0:00,1/1/2026 0:00
3888,89,25,0,2,7,1767203936,0,0.001792157,1/1/2026 0:00,1/1/2026 0:00
4043,27,8,0,2,7,1767203956,0,0.001282906,1/1/2026 0:00,1/1/2026 0:00
4247,27,9,0,2,7,1767204001,0,0,1/1/2026 0:00,1/1/2026 0:00
4726,27,7,0,2,7,1767203999,0,8.90E-05,1/1/2026 0:00,1/1/2026 0:00
5249,27,7,0,2,7,1767203978,0,0.001380603,1/1/2026 0:00,1/1/2026 0:00
6215,27,9,0,2,7,1767203997,0,9.97E-05,1/1/2026 0:00,1/1/2026 0:00
6331,27,7,0,2,7,1767203971,0,0.001149206,1/1/2026 0:00,1/1/2026 0:00
7316,42,0,0,4,1,0,0,31.48611259,1/1/2026 0:00,1/1/2026 0:00
7316,35,0,0,5,1,0,0,39.42160034,1/1/2026 0:00,1/1/2026 0:00
1217,39,0,0,6,1,0,0,52.87370682,1/1/2026 0:00,1/1/2026 0:00
2212,39,0,0,6,1,0,0,50.63558197,1/1/2026 0:00,1/1/2027 0:00
3144,39,0,0,6,1,0,0,53.44514465,1/1/2026 0:00,1/1/2026 0:00
3394,90,0,0,6,1,0,0,2707.971954,1/1/2026 0:00,1/1/2026 0:00
7405,39,0,0,6,1,0,0,53.88959503,1/1/2026 0:00,1/1/2026 0:00
4933,45,0,0,1,2,1767204008,3,0,1/1/2026 0:00,1/1/2026 0:00
5685,40,0,0,1,2,1767204008,3,0,1/1/2026 0:00,1/1/2026 0:00
5921,45,0,0,1,2,1767203935,2,0,1/1/2026 0:00,1/1/2026 0:00
6606,45,0,0,1,2,1767204008,3,0,1/1/2026 0:00,1/1/2026 0:00
6701,30,8,0,1,2,1767204008,3,0,1/1/2026 0:00,1/1/2026 0:00
6974,45,0,0,1,2,1767204008,3,0,1/1/2026 0:00,1/1/2026 0:00
1233,27,7,0,2,1,1766942861,0,0.98654896,1/1/2026 0:00,1/1/2026 0:00
975,27,8,0,2,2,1766735938,0,1383.508301,1/1/2026 0:00,1/1/2026 0:00
1360,27,9,0,2,2,1767163423,0,1688.226685,1/1/2026 0:00,1/1/2026 0:00
3120,89,25,0,2,2,1767158066,0,1493.006836,1/1/2026 0:00,1/1/2026 0:00
3460,89,25,0,2,2,1767183250,0,4122.169922,1/1/2026 0:00,1/1/2026 0:00
4767,27,7,0,2,2,1767171023,0,1909.10083,1/1/2026 0:00,1/1/2026 0:00
5918,27,7,0,2,2,1767163035,0,1499.6604,1/1/2026 0:00,1/1/2027 0:03
975,27,8,0,2,3,1766735938,0,26.13489723,1/1/2026 0:00,1/1/2026 0:00
1360,27,9,0,2,3,1767163423,0,31.06217575,1/1/2026 0:00,1/1/2026 0:00
3120,89,25,0,2,3,1767158066,0,27.43021202,1/1/2026 0:00,1/1/2026 0:00
3460,89,25,0,2,3,1767183250,0,76.24583435,1/1/2026 0:00,1/1/2026 0:00
4767,27,7,0,2,3,1767171023,0,35.40529251,1/1/2026 0:00,1/1/2026 0:00
5918,27,7,0,2,3,1767163035,0,27.836586,1/1/2026 0:00,1/1/2026 0:03
1113,27,8,0,2,4,1767204008,3,2667,1/1/2026 10:00,1/1/2026 0:00
1192,27,8,0,2,4,1767203588,2,1949,1/1/2026 0:00,1/1/2026 0:00
1709,27,9,0,2,4,1767204008,3,0,1/1/2026 0:00,1/1/2026 0:03
2216,27,9,0,2,4,1767204003,2,1941,1/1/2026 0:00,1/1/2026 0:00
2409,27,8,0,2,4,1767203984,2,2216,1/1/2026 0:00,1/1/2026 0:00
2425,27,8,0,2,4,1767202782,2,2998,1/1/2026 0:00,1/1/2026 0:00
2902,27,8,0,2,4,1767203960,2,2387,1/1/2026 0:00,1/1/2026 0:00
4266,27,9,0,2,4,1767203994,2,0,1/1/2026 0:00,1/1/2026 0:00
4491,27,7,0,2,4,1767204008,3,0,1/1/2026 0:00,1/1/2026 0:00
5286,27,7,0,2,4,1767203998,2,0,1/1/2026 0:00,1/1/2026 0:00
6304,27,7,0,2,4,1767203982,2,0,1/1/2026 0:00,1/1/2026 0:00
6970,27,7,0,2,4,1767204000,2,0,1/1/2026 0:00,1/1/2026 0:00
7183,27,9,0,2,4,1767203756,2,0,1/1/2026 0:00,1/1/2026 0:00
7342,27,9,0,2,4,1767203996,2,0,1/1/2026 0:00,1/1/2027 0:00
1192,27,8,0,2,6,1767203588,0,0.243470445,1/1/2026 0:00,1/1/2026 0:00
2216,27,9,0,2,6,1767204003,0,0.002703248,1/1/2026 0:00,1/1/2026 0:00
2409,27,8,0,2,6,1767203984,0,0.016863879,1/1/2026 0:00,1/1/2026 0:00
2425,27,8,0,2,6,1767202782,0,1.091989636,1/1/2026 10:00,1/1/2026 0:00
2902,27,8,0,2,6,1767203960,0,0.031840112,1/1/2026 0:00,1/1/2026 0:00
3460,89,25,0,2,6,1758499206,0,2.148481607,1/1/2026 0:00,1/1/2026 0:00
4266,27,9,0,2,6,1767203994,0,0.007865794,1/1/2026 0:00,1/1/2026 0:00
5286,27,7,0,2,6,1767203998,0,0.008502061,1/1/2026 0:00,1/1/2026 0:00
6304,27,7,0,2,6,1767203982,0,0.021108732,1/1/2026 0:00,1/1/2026 0:00
6970,27,7,0,2,6,1767204000,0,0.006157403,1/1/2026 0:00,1/1/2026 0:00
7183,27,9,0,2,6,1767203756,0,0.143507376,1/1/2026 0:00,1/1/2026 0:00
7342,27,9,0,2,6,1767203996,0,0.006510796,1/1/2026 0:00,1/1/2026 0:00
1192,27,8,0,2,7,1767203588,0,0.016261401,1/1/2026 0:00,1/1/2026 0:00
2216,27,9,0,2,7,1767204003,0,0,1/1/2026 0:00,1/1/2027 0:00
2409,27,8,0,2,7,1767203984,0,0.032027761,1/1/2026 0:00,1/1/2026 0:00
2425,27,8,0,2,7,1767202782,0,0.073028795,1/1/2026 0:00,1/1/2026 0:00
2902,27,8,0,2,7,1767203960,0,0.000750046,1/1/2026 0:00,1/1/2026 0:00
3460,89,25,0,2,7,1758499206,0,1.147925973,1/1/2026 0:00,1/1/2026 0:00
4266,27,9,0,2,7,1767203994,0,0.00041367,1/1/2026 10:00,1/1/2026 0:00
5286,27,7,0,2,7,1767203998,0,2.04E-05,1/1/2026 0:00,1/1/2026 0:00
6304,27,7,0,2,7,1767203982,0,0.000171321,1/1/2026 0:00,1/1/2026 0:00
6970,27,7,0,2,7,1767204000,0,3.40E-05,1/1/2026 0:00,1/1/2026 0:00
7183,27,9,0,2,7,1767203756,0,0.005051261,1/1/2026 0:00,1/1/2026 0:00
7342,27,9,0,2,7,1767203996,0,2.74E-05,1/1/2026 0:00,1/1/2026 0:00
6701,27,8,0,2,8,1767204008,3,0,1/1/2026 0:00,1/1/2026 0:00
820,42,0,0,4,1,0,0,20.3427372,1/1/2026 0:00,1/1/2026 0:00
4127,42,0,0,4,1,0,0,22.01585197,1/1/2026 0:00,1/1/2026 0:00
6751,42,0,0,4,1,0,0,24.57915115,1/1/2026 0:00,1/1/2027 0:00
820,35,0,0,5,1,0,0,77.31680298,1/1/2026 0:00,1/1/2026 0:00
4127,35,0,0,5,1,0,0,65.0105896,1/1/2026 0:00,1/1/2026 0:00
6751,35,0,0,5,1,0,0,51.34634399,1/1/2026 0:00,1/1/2026 0:00
1201,39,0,0,6,1,0,0,54.38166428,1/1/2026 10:00,1/1/2026 0:00
2061,39,0,0,6,1,0,0,53.9372139,1/1/2026 0:00,1/1/2026 0:00
3037,90,0,0,6,1,0,0,54.15943909,1/1/2026 0:00,1/1/2026 0:00
3180,90,0,0,6,1,0,0,54.63563538,1/1/2026 0:00,1/1/2026 0:00
3446,90,0,0,6,1,0,0,54.00070572,1/1/2026 0:00,1/1/2026 0:00
5691,39,0,0,6,1,0,0,53.66736984,1/1/2026 0:00,1/1/2026 0:00
7211,39,0,0,6,1,0,0,52.98482132,1/1/2026 0:00,1/1/2026 0:00
2551,45,7,0,1,2,1767203929,2,0,1/1/2026 0:00,1/1/2026 0:00
5211,43,0,0,1,2,1767204001,2,0,1/1/2026 0:00,1/1/2026 0:00
5331,45,0,0,1,2,1767203935,2,0,1/1/2026 0:00,1/1/2026 0:00
6376,45,0,0,1,2,1767204009,3,0,1/1/2027 10:00,1/1/2027 0:00
7345,45,0,0,1,2,1767203946,2,0,1/1/2026 0:00,1/1/2026 0:00
49,27,7,0,2,1,1767155381,0,60.25368571,1/1/2026 0:00,1/1/2026 0:00
444,27,7,0,2,1,1766942861,0,0.836860716,1/1/2026 0:00,1/1/2026 0:00
633,27,8,0,2,1,1767148176,0,0.682041466,1/1/2026 0:00,1/1/2027 0:00
2330,27,8,0,2,1,1767159354,0,1.120041609,1/1/2026 0:00,1/1/2026 0:00
4614,27,7,0,2,1,1767175196,0,1.258766651,1/1/2026 0:00,1/1/2026 0:00
7153,27,8,0,2,1,1767191401,0,0.713040709,1/1/2026 0:00,1/1/2026 0:00
7294,27,9,0,2,1,1767191402,0,0.796569407,1/1/2026 0:00,1/1/2027 0:00
2330,27,8,0,2,2,1767159354,0,2408.675049,1/1/2026 0:00,1/1/2026 0:00
5349,27,7,0,2,2,1767164508,0,2817.366455,1/1/2026 0:00,1/1/2026 0:00
5589,27,7,0,2,2,1766948478,0,162287.4512,1/1/2026 0:00,1/1/2026 0:00
6376,27,7,0,2,2,1767142191,0,2753.506836,1/1/2026 0:00,1/1/2026 0:00
6555,27,7,0,2,2,1767177308,0,91417.99316,1/1/2026 0:00,1/1/2026 0:00
2330,27,8,0,2,3,1767159354,0,44.42170334,1/1/2026 0:00,1/1/2026 0:00
5349,27,7,0,2,3,1767164508,0,52.57457352,1/1/2026 0:00,1/1/2026 0:00
5589,27,7,0,2,3,1766948478,0,60.37186432,1/1/2026 0:00,1/1/2026 0:00
6376,27,7,0,2,3,1767142191,0,46.6313591,1/1/2026 0:00,1/1/2026 0:00
6555,27,7,0,2,3,1767177308,0,34.38935852,1/1/2026 0:00,1/1/2026 0:00
768,27,8,0,2,4,1767204009,3,2003,1/1/2026 0:00,1/1/2026 0:00
1296,27,8,0,2,4,1767204009,3,3236,1/1/2026 0:00,1/1/2026 0:00
2619,27,8,0,2,4,1767203828,2,1916,1/1/2026 0:00,1/1/2026 0:00
3290,27,9,0,2,4,1767204009,3,0,1/1/2026 0:00,1/1/2026 0:00
3653,89,25,0,2,4,1767204002,2,1810,1/1/2026 0:00,1/1/2026 0:00
4975,27,8,0,2,4,1767204009,3,0,1/1/2026 0:00,1/1/2026 0:00
5711,27,7,0,2,4,1767204003,2,0,1/1/2026 0:00,1/1/2026 0:00
6076,27,7,0,2,4,1767203996,2,0,1/1/2026 0:00,1/1/2026 0:06
6956,27,9,0,2,4,1767204009,3,0,1/1/2026 0:00,1/1/2026 0:00
2619,27,8,0,2,6,1767203828,0,0.106947228,1/1/2026 0:00,1/1/2026 0:00
3653,89,25,0,2,6,1767204002,0,0.003652902,1/1/2026 0:00,1/1/2026 0:00
5711,27,7,0,2,6,1767204003,0,0.004812239,1/1/2026 0:00,1/1/2026 0:00
6076,27,7,0,2,6,1767203996,0,0.010980113,1/1/2026 0:00,1/1/2026 0:06
2619,27,8,0,2,7,1767203828,0,0.007514986,1/1/2026 0:00,1/1/2026 0:00
3653,89,25,0,2,7,1767204002,0,6.13E-06,1/1/2026 10:00,1/1/2026 0:00
5711,27,7,0,2,7,1767204003,0,0,1/1/2026 0:00,1/1/2026 0:00
6076,27,7,0,2,7,1767203996,0,0.00077302,1/1/2026 0:00,1/1/2026 0:06
698,42,0,0,4,1,0,0,25.60875893,1/1/2026 0:00,1/1/2026 0:00
2631,42,0,0,4,1,0,0,26.38096619,1/1/2026 0:00,1/1/2026 0:00
5238,42,0,0,4,1,0,0,26.00558853,1/1/2026 10:00,1/1/2026 0:00
698,35,0,0,5,1,0,0,49.06515503,1/1/2026 0:00,1/1/2026 0:00
2631,35,0,0,5,1,0,0,52.62808228,1/1/2026 0:00,1/1/2026 0:00
4405,35,0,0,5,1,0,0,35.74423218,1/1/2026 0:00,1/1/2026 0:00
5238,35,0,0,5,1,0,0,54.85586548,1/1/2026 0:00,1/1/2026 0:00
771,39,0,0,6,1,0,0,53.95308685,1/1/2026 0:00,1/1/2026 0:00
3342,39,0,0,6,1,0,0,54.11182022,1/1/2026 0:00,1/1/2026 0:00
6439,39,0,0,6,1,0,0,54.06419754,1/1/2026 0:00,1/1/2026 0:03
1723,46,7,0,1,2,1767204010,3,0,1/1/2026 10:00,1/1/2026 0:00
3728,104,0,0,1,2,1767204010,3,0,1/1/2026 0:00,1/1/2026 0:00
4475,40,0,0,1,2,1767204007,2,0,1/1/2026 0:00,1/1/2026 0:00
5447,40,0,0,1,2,1767204010,3,0,1/1/2026 0:00,1/1/2026 0:00
2369,27,8,0,2,1,1767005911,0,0.961965799,1/1/2026 0:00,1/1/2026 0:00
2212,27,7,0,2,2,1767203876,0,1147.675537,1/1/2026 0:00,1/1/2026 0:00
2212,27,7,0,2,3,1767203876,0,22.62992477,1/1/2026 0:00,1/1/2026 0:00
339,27,7,0,2,4,1767203965,2,143400,1/1/2026 0:00,1/1/2026 0:00
535,27,8,0,2,4,1767204010,3,5007,1/1/2026 0:00,1/1/2026 0:00
897,27,8,0,2,4,1767203883,2,1584,1/1/2026 0:00,1/1/2026 0:00
1726,27,7,0,2,4,1767204010,3,3072,1/1/2026 0:00,1/1/2026 0:00
4134,27,9,0,2,4,1767203928,2,1833,1/1/2026 0:00,1/1/2026 0:00
4961,27,7,0,2,4,1767204002,2,0,1/1/2026 0:00,1/1/2027 0:00
5160,27,9,0,2,4,1767203998,2,0,1/1/2026 0:00,1/1/2026 0:00
5190,27,7,0,2,4,1767203804,2,0,1/1/2026 0:00,1/1/2026 0:00
5320,27,7,0,2,4,1767204010,3,0,1/1/2026 0:00,1/1/2026 0:00
5516,27,7,0,2,4,1767204001,2,0,1/1/2026 0:00,1/1/2026 0:00
6728,27,9,0,2,4,1767203967,2,0,1/1/2026 0:00,1/1/2026 0:00
339,27,7,0,2,6,1767203965,0,0.038556363,1/1/2026 0:00,1/1/2026 0:00
897,27,8,0,2,6,1767203883,0,0.075303458,1/1/2026 0:00,1/1/2026 0:00
4134,27,9,0,2,6,1767203928,0,0.04502726,1/1/2026 0:00,1/1/2026 0:00
4961,27,7,0,2,6,1767204002,0,0.006447732,1/1/2026 0:00,1/1/2026 0:00
5160,27,9,0,2,6,1767203998,0,0.006254029,1/1/2026 0:00,1/1/2026 0:00
5190,27,7,0,2,6,1767203804,0,0.187370896,1/1/2026 0:00,1/1/2026 0:00
5516,27,7,0,2,6,1767204001,0,0.006981969,1/1/2026 0:00,1/1/2027 0:00
6728,27,9,0,2,6,1767203967,0,0.023532234,1/1/2026 0:00,1/1/2026 0:00
339,27,7,0,2,7,1767203965,0,0.002106417,1/1/2026 0:00,1/1/2026 0:00
897,27,8,0,2,7,1767203883,0,0.00600826,1/1/2026 0:00,1/1/2026 0:00
4134,27,9,0,2,7,1767203928,0,0.000960652,1/1/2026 10:00,1/1/2026 0:00
4961,27,7,0,2,7,1767204002,0,0.000159702,1/1/2026 0:00,1/1/2026 0:00
5160,27,9,0,2,7,1767203998,0,0.000145044,1/1/2026 10:00,1/1/2026 0:00
5190,27,7,0,2,7,1767203804,0,0.007300266,1/1/2026 0:00,1/1/2026 0:00
5516,27,7,0,2,7,1767204001,0,0.000293001,1/1/2026 0:00,1/1/2026 0:00
6728,27,9,0,2,7,1767203967,0,0.00060836,1/1/2026 0:00,1/1/2026 0:00
4405,42,0,0,4,1,0,0,32.19396973,1/1/2026 0:00,1/1/2026 0:00
4746,42,0,0,4,1,0,0,28.05408287,1/1/2026 0:00,1/1/2026 0:00
5645,42,0,0,4,1,0,0,24.68640137,1/1/2026 0:00,1/1/2026 0:00
4746,35,0,0,5,1,0,0,42.67935181,1/1/2026 0:00,1/1/2026 0:00
5645,35,0,0,5,1,0,0,53.52835083,1/1/2026 0:00,1/1/2026 0:00
1730,39,0,0,6,1,0,0,53.44514465,1/1/2026 0:00,1/1/2026 0:00
2973,119,0,0,6,1,0,0,53.28641129,1/1/2026 0:00,1/1/2026 0:00
3552,90,0,0,6,1,0,0,55.90549469,1/1/2026 0:00,1/1/2026 0:00
5542,39,0,0,6,1,0,0,53.98483276,1/1/2026 0:00,1/1/2026 0:00
1039,26,0,0,1,2,1767203733,2,0,1/1/2026 0:00,1/1/2026 0:00
1680,46,7,0,1,2,1767204011,3,0,1/1/2026 0:00,1/1/2026 0:00
2551,45,7,0,1,2,1767204011,3,0,1/1/2026 0:00,1/1/2026 0:00
3434,45,8,0,1,2,1767203983,2,0,1/1/2026 0:00,1/1/2026 0:00
820,27,7,0,2,1,1767092187,0,1.46772635,1/1/2026 0:00,1/1/2026 0:00
3954,89,25,0,2,1,1767085151,0,0.708097219,1/1/2026 0:00,1/1/2026 0:00
6734,27,9,0,2,1,1767119366,0,0.724886775,1/1/2026 0:00,1/1/2026 0:00
6935,27,7,0,2,1,1767155387,0,1.099290609,1/1/2026 0:00,1/1/2026 0:00
205,27,7,0,2,2,1767076505,0,4559.810059,1/1/2026 0:00,1/1/2026 0:00
246,27,7,0,2,2,1767193219,0,2055.757568,1/1/2026 0:00,1/1/2026 0:00
820,27,7,0,2,2,1767092187,0,2249.383545,1/1/2026 0:00,1/1/2026 0:00
2564,27,8,0,2,2,1767075858,0,1233.442749,1/1/2026 0:00,1/1/2027 0:00
3563,89,26,0,2,2,1766921727,0,1191.562012,1/1/2026 0:00,1/1/2026 0:00
6116,27,7,0,2,2,1767095724,0,2228.542725,1/1/2026 0:00,1/1/2026 0:00
205,27,7,0,2,3,1767076505,0,82.97639465,1/1/2026 0:00,1/1/2026 0:00
246,27,7,0,2,3,1767193219,0,38.0467186,1/1/2026 0:00,1/1/2026 0:00
820,27,7,0,2,3,1767092187,0,42.41523743,1/1/2026 10:00,1/1/2026 0:00
2564,27,8,0,2,3,1767075858,0,22.80771446,1/1/2026 0:00,1/1/2026 0:00
3563,89,26,0,2,3,1766921727,0,22.02036476,1/1/2026 0:00,1/1/2026 0:00
6116,27,7,0,2,3,1767095724,0,41.19611359,1/1/2026 0:00,1/1/2026 0:00
432,27,8,0,2,4,1767204011,3,2071,1/1/2026 0:00,1/1/2026 0:00
570,27,9,0,2,4,1767203997,2,1840,1/1/2026 0:00,1/1/2026 0:00
1528,27,8,0,2,4,1767204011,3,2084,1/1/2026 0:00,1/1/2026 0:00
2072,27,7,0,2,4,1767203992,2,0,1/1/2026 0:00,1/1/2026 0:00
2285,27,8,0,2,4,1767203888,2,1849,1/1/2026 0:00,1/1/2026 0:00
3508,89,26,0,2,4,1767203733,2,2206,1/1/2026 0:00,1/1/2026 0:00
3587,89,25,0,2,4,1767203970,2,1838,1/1/2026 0:00,1/1/2026 0:00
3878,89,25,0,2,4,1767204011,3,2002,1/1/2026 0:00,1/1/2026 0:00
4345,27,7,0,2,4,1767204011,3,0,1/1/2026 0:00,1/1/2026 0:00
5098,27,7,0,2,4,1767203998,2,0,1/1/2026 0:00,1/1/2026 0:00
5239,27,7,0,2,4,1767204011,3,0,1/1/2026 0:00,1/1/2026 0:00
5366,27,9,0,2,4,1767203968,2,0,1/1/2026 0:00,1/1/2026 0:00
5408,27,7,0,2,4,1767204011,3,0,1/1/2026 0:00,1/1/2026 0:00
5674,27,7,0,2,4,1767204011,3,0,1/1/2026 0:00,1/1/2026 0:00
6704,27,8,0,2,4,1767204011,3,0,1/1/2026 0:00,1/1/2027 0:00
570,27,9,0,2,6,1767203997,0,0.007642728,1/1/2026 0:00,1/1/2026 0:00
2072,27,7,0,2,6,1767203992,0,0.015592031,1/1/2026 0:00,1/1/2026 0:00
2285,27,8,0,2,6,1767203888,0,0.072469927,1/1/2026 0:00,1/1/2026 0:00
3508,89,26,0,2,6,1767203733,0,0.197208107,1/1/2026 0:00,1/1/2026 0:00
3587,89,25,0,2,6,1767203970,0,0.022502042,1/1/2026 0:00,1/1/2026 0:00
5098,27,7,0,2,6,1767203998,0,0.010480027,1/1/2026 0:00,1/1/2026 0:00
5366,27,9,0,2,6,1767203968,0,0.024029253,1/1/2026 0:00,1/1/2026 0:00
570,27,9,0,2,7,1767203997,0,0.000192638,1/1/2026 0:00,1/1/2026 0:00
2072,27,7,0,2,7,1767203992,0,0.000448628,1/1/2026 0:00,1/1/2026 0:00
2285,27,8,0,2,7,1767203888,0,0.005291444,1/1/2026 0:00,1/1/2026 0:00
3508,89,26,0,2,7,1767203733,0,0.006882964,1/1/2026 0:00,1/1/2026 0:00
3587,89,25,0,2,7,1767203970,0,0.000647555,1/1/2026 0:00,1/1/2026 0:00
5098,27,7,0,2,7,1767203998,0,4.00E-05,1/1/2026 0:00,1/1/2026 0:00
5366,27,9,0,2,7,1767203968,0,0.000472957,1/1/2026 0:00,1/1/2026 0:00
3836,92,0,0,4,1,0,0,26.62764359,1/1/2026 0:00,1/1/2026 0:00
3836,91,0,0,5,1,0,0,45.27334595,1/1/2026 0:00,1/1/2026 0:00
236,39,0,0,6,1,0,0,52.95307541,1/1/2026 0:00,1/1/2026 0:00
331,39,0,0,6,1,0,0,53.88959503,1/1/2026 0:00,1/1/2026 0:00
